,AGE4,INCOME,D6,D8,D9C,D18,D26,MARITAL,EDUC4,RACETHNICITY,GENDER,HHSIZE,INCOME_recode,AGE4_recode,D6_recode,D8_recode,D9C_recode,D18_recode,D26_recode,MARITAL_recode,EDUC4_recode,RACETHNICITY_recode,GENDER_recode
981,30-44,"$15,000 to $19,999",Good,Less than monthly,Never,Unemployed and looking for work,"Suburban with a mix of offices, apartments and shops",Never married,No HS diploma,"White, non-Hispanic",Male,1,4,2,3,2,1,4,2,1,1,1,2
982,60+,"$35,000 to $39,999",Good,Once a week,Never,Retired and not working at all,Urban and mostly residential,Widowed,Some college,"White, non-Hispanic",Male,1,8,4,3,5,1,3,2,2,3,1,2
983,30-44,"$75,000 to $84,999",Fair,Once every 2 or 3 weeks,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,12,2,2,4,3,1,2,1,4,1,2
985,45-59,"$35,000 to $39,999",Good,Once a week,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,8,3,3,5,3,1,2,1,4,1,2
986,45-59,"$35,000 to $39,999",Very good,Everyday,Never,Employed full-time,Small town,Married,BA or above,"Black, non-Hispanic",Male,3,8,3,4,7,1,1,1,0,4,4,2
987,30-44,"$50,000 to $59,999",Excellent,Several times a week,Rarely,Employed full-time,Rural area,Living with partner,BA or above,"White, non-Hispanic",Female,3,10,2,5,6,2,1,1,1,4,1,1
989,60+,"$100,000 to $124,999",Very good,Several times a week,Rarely,Unemployed and looking for work,Rural area,Never married,BA or above,"White, non-Hispanic",Male,1,14,4,4,6,2,4,1,1,4,1,2
990,60+,"$50,000 to $59,999",Very good,Everyday,Rarely,Retired and not working at all,Small town,Widowed,BA or above,"Black, non-Hispanic",Female,1,10,4,4,7,2,3,1,2,4,4,1
991,60+,"$75,000 to $84,999",Fair,Once every 2 or 3 weeks,Often,Or are you not in the labor force for other reasons,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Male,2,12,4,2,4,4,4,1,0,2,1,2
992,45-59,"$15,000 to $19,999",Good,Everyday,Never,Employed full-time,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,4,3,3,7,1,1,1,0,2,1,1
993,30-44,"$85,000 to $99,999",Very good,Everyday,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,6,13,2,4,7,2,1,2,0,4,1,1
994,60+,"$40,000 to $49,999",Very good,Once a week,Never,Retired and not working at all,Suburban and mostly residential,Never married,Some college,"White, non-Hispanic",Female,1,9,4,4,5,1,3,2,1,3,1,1
995,18-29,"$10,000 to $14,999",Very good,Once every 2 or 3 weeks,Often,Unemployed and looking for work,Rural area,Never married,Some college,"White, non-Hispanic",Female,3,3,1,4,4,4,4,1,1,3,1,1
996,30-44,"$200,000 or more",Excellent,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,3,18,2,5,7,1,1,2,0,4,1,1
997,30-44,"$75,000 to $84,999",Very good,Several times a week,Rarely,Employed full-time,Rural area,Married,Some college,"White, non-Hispanic",Male,3,12,2,4,6,2,1,1,0,3,1,2
998,18-29,"$200,000 or more",Excellent,Once every 2 or 3 weeks,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,18,1,5,4,2,1,2,0,4,1,2
999,60+,"$40,000 to $49,999",Very good,Everyday,Never,Retired and not working at all,Small town,Married,Some college,"White, non-Hispanic",Female,2,9,4,4,7,1,3,1,0,3,1,1
1000,45-59,"$50,000 to $59,999",Excellent,Several times a week,Never,Employed full-time,Suburban and mostly residential,Never married,BA or above,"White, non-Hispanic",Male,1,10,3,5,6,1,1,2,1,4,1,2
1001,60+,"$60,000 to $74,999",Good,Once a week,Never,Retired and not working at all,Suburban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,11,4,3,5,1,3,2,0,2,1,1
1002,30-44,"$10,000 to $14,999",Excellent,Everyday,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Male,2,3,2,5,7,3,1,2,1,3,4,2
1003,30-44,"$125,000 to $149,999",Very good,Several times a week,Rarely,Employed part-time,Small town,Married,BA or above,"Asian, non-Hispanic",Female,4,15,2,4,6,2,2,1,0,4,5,1
1004,18-29,"$5,000 to $9,999",Very good,Everyday,Never,Employed part-time,Urban and mostly residential,Never married,Some college,Hispanic,Male,4,2,1,4,7,1,2,2,1,3,2,2
1005,60+,"$60,000 to $74,999",Excellent,Everyday,Never,Self-employed full-time,Rural area,Separated,Some college,"White, non-Hispanic",Female,2,11,4,5,7,1,1,1,2,3,1,1
1006,18-29,"$25,000 to $29,999",Excellent,Everyday,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Asian, non-Hispanic",Male,3,6,1,5,7,2,1,2,1,2,5,2
1007,30-44,"$75,000 to $84,999",Good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,4,12,2,3,6,1,1,2,0,4,1,2
1008,30-44,"$20,000 to $24,999",Very good,Everyday,Often,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,5,5,2,4,7,4,2,2,0,4,1,2
1009,30-44,"$40,000 to $49,999",Very good,Several times a week,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Female,2,9,2,4,6,2,2,2,1,3,3,1
1010,30-44,"$50,000 to $59,999",Very good,Once a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,3,10,2,4,5,1,1,2,1,3,1,1
1011,30-44,"$50,000 to $59,999",Very good,Once a week,Rarely,Employed full-time,Urban and mostly residential,Divorced,Some college,"White, non-Hispanic",Male,4,10,2,4,5,2,1,2,2,3,1,2
1012,30-44,"$200,000 or more",Good,Once a week,Rarely,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Female,4,18,2,3,5,2,4,2,0,3,1,1
1013,60+,"$100,000 to $124,999",Very good,Everyday,Never,Retired and not working at all,Small town,Divorced,BA or above,"White, non-Hispanic",Male,1,14,4,4,7,1,3,1,2,4,1,2
1014,18-29,"$5,000 to $9,999",Excellent,Several times a week,Often,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,3,2,1,5,6,4,2,2,1,3,2,1
1015,30-44,"$200,000 or more",Excellent,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,4,18,2,5,7,1,1,2,0,4,1,1
1016,60+,"$10,000 to $14,999",Good,Several times a week,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Widowed,Some college,"Black, non-Hispanic",Female,1,3,4,3,6,1,3,2,2,3,4,1
1017,60+,"$50,000 to $59,999",Very good,Several times a week,Never,Retired and not working at all,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Female,4,10,4,4,6,1,3,1,0,2,1,1
1018,45-59,"$200,000 or more",Very good,Several times a week,Rarely,Self-employed full-time,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Male,2,18,3,4,6,2,1,2,0,3,1,2
1019,18-29,"$50,000 to $59,999",Good,Several times a week,Never,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Never married,No HS diploma,Hispanic,Female,5,10,1,3,6,1,4,2,1,1,2,1
1020,60+,"$60,000 to $74,999",Very good,Once a week,Never,Employed full-time,Urban and mostly residential,Married,Some college,"Black, non-Hispanic",Female,3,11,4,4,5,1,1,2,0,3,4,1
1021,30-44,"$40,000 to $49,999",Very good,Everyday,Never,Employed full-time,Small town,Married,Some college,"White, non-Hispanic",Male,2,9,2,4,7,1,1,1,0,3,1,2
1022,18-29,"$10,000 to $14,999",Good,Everyday,Sometimes,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Never married,HS graduate or equivalent,"White, non-Hispanic",Female,2,3,1,3,7,3,4,2,1,2,1,1
1023,18-29,"$60,000 to $74,999",Good,Once a month,Sometimes,Employed full-time,Suburban and mostly residential,Never married,Some college,"Asian, non-Hispanic",Male,3,11,1,3,3,3,1,2,1,3,5,2
1024,18-29,"$35,000 to $39,999",Excellent,Once a week,Rarely,Self-employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Male,6,8,1,5,5,2,1,2,1,3,2,2
1025,45-59,"$40,000 to $49,999",Good,Everyday,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,9,3,3,7,2,1,2,1,4,1,2
1026,18-29,"$5,000 to $9,999",Very good,Everyday,Rarely,Employed full-time,Small town,Never married,Some college,"White, non-Hispanic",Male,4,2,1,4,7,2,1,1,1,3,1,2
1027,30-44,"$35,000 to $39,999",Very good,Several times a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Female,4,8,2,4,6,2,1,2,2,3,1,1
1028,18-29,"$25,000 to $29,999",Good,Several times a week,Never,Or are you not in the labor force for other reasons,Rural area,Married,Some college,Hispanic,Female,5,6,1,3,6,1,4,1,0,3,2,1
1029,60+,"$35,000 to $39,999",Very good,Everyday,Never,Employed part-time,Rural area,Divorced,Some college,"White, non-Hispanic",Female,1,8,4,4,7,1,2,1,2,3,1,1
1030,18-29,"$75,000 to $84,999",Very good,Once a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,BA or above,Hispanic,Male,2,12,1,4,5,2,1,2,1,4,2,2
1031,45-59,"$125,000 to $149,999",Excellent,Everyday,Never,Employed full-time,Small town,Married,Some college,"White, non-Hispanic",Male,4,15,3,5,7,1,1,1,0,3,1,2
1032,18-29,"$85,000 to $99,999",Very good,Once a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,HS graduate or equivalent,Hispanic,Male,4,13,1,4,5,3,1,2,1,2,2,2
1033,60+,"$25,000 to $29,999",Very good,Everyday,Never,Retired and not working at all,Rural area,Widowed,Some college,"White, non-Hispanic",Female,2,6,4,4,7,1,3,1,2,3,1,1
1034,18-29,"Less than $5,000",Good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Male,2,1,1,3,6,3,1,2,1,3,4,2
1035,18-29,"$40,000 to $49,999",Good,Once a month,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Female,5,9,1,3,3,3,1,2,1,4,1,1
1036,45-59,"$200,000 or more",Very good,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Married,Some college,"Black, non-Hispanic",Male,3,18,3,4,7,1,1,2,0,3,4,2
1037,60+,"$20,000 to $24,999",Very good,Once every 2 or 3 weeks,Rarely,Self-employed full-time,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,5,4,4,4,2,1,1,0,4,1,2
1038,18-29,"$75,000 to $84,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,4,12,1,4,7,1,1,2,0,4,1,1
1039,18-29,"$75,000 to $84,999",Very good,Less than monthly,Sometimes,Employed part-time,Small town,Never married,BA or above,"Black, non-Hispanic",Male,5,12,1,4,2,3,2,1,1,4,4,2
1040,30-44,"$40,000 to $49,999",Good,Once every 2 or 3 weeks,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"2+, non-Hispanic",Female,5,9,2,3,4,3,1,2,1,3,3,1
1041,60+,"$30,000 to $34,999",Excellent,Several times a week,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Widowed,Some college,"Black, non-Hispanic",Male,2,7,4,5,6,1,3,2,2,3,4,2
1042,18-29,"$10,000 to $14,999",Good,Once a week,Rarely,Employed part-time,Suburban and mostly residential,Never married,HS graduate or equivalent,Hispanic,Female,2,3,1,3,5,2,2,2,1,2,2,1
1043,30-44,"$40,000 to $49,999",Good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,No HS diploma,"2+, non-Hispanic",Female,5,9,2,3,7,1,1,2,0,1,3,1
1044,18-29,"$60,000 to $74,999",Very good,Once a week,Never,Self-employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,Hispanic,Female,2,11,1,4,5,1,1,2,1,4,2,1
1045,45-59,"$35,000 to $39,999",Very good,Once every 2 or 3 weeks,Never,Employed full-time,Suburban and mostly residential,Divorced,BA or above,"White, non-Hispanic",Male,2,8,3,4,4,1,1,2,2,4,1,2
1046,45-59,"$30,000 to $34,999",Poor,Once a month,Sometimes,Or are you not in the labor force for other reasons,Suburban and mostly residential,Separated,Some college,"2+, non-Hispanic",Female,3,7,3,1,3,3,4,2,2,3,3,1
1047,30-44,"$50,000 to $59,999",Good,Once a month,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Female,3,10,2,3,3,3,1,2,1,3,3,1
1048,45-59,"$40,000 to $49,999",Fair,Everyday,Never,Unemployed and looking for work,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,9,3,2,7,1,4,2,0,2,1,1
1049,45-59,"$40,000 to $49,999",Very good,Several times a week,Never,Employed full-time,Rural area,Never married,Some college,"White, non-Hispanic",Female,1,9,3,4,6,1,1,1,1,3,1,1
1050,45-59,"$40,000 to $49,999",Very good,Never,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Married,HS graduate or equivalent,Hispanic,Male,3,9,3,4,1,1,3,2,0,2,2,2
1051,30-44,"$5,000 to $9,999",Good,Everyday,Rarely,Employed part-time,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Female,3,2,2,3,7,2,2,2,0,2,1,1
1052,30-44,"$100,000 to $124,999",Excellent,Once every 2 or 3 weeks,Rarely,Employed full-time,Small town,Married,BA or above,"White, non-Hispanic",Female,6,14,2,5,4,2,1,1,0,4,1,1
1053,45-59,"$125,000 to $149,999",Excellent,Everyday,Never,Or are you not in the labor force for other reasons,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,4,15,3,5,7,1,4,2,0,4,1,1
1054,45-59,"$10,000 to $14,999",Good,Once every 2 or 3 weeks,Sometimes,Self-employed full-time,"Urban near mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,4,3,3,3,4,3,1,2,1,2,4,2
1055,18-29,"$100,000 to $124,999",Very good,Several times a week,Rarely,Employed part-time,Suburban and mostly residential,Never married,BA or above,"Black, non-Hispanic",Male,4,14,1,4,6,2,2,2,1,4,4,2
1056,45-59,"$150,000 to $174,999",Very good,Once a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,Hispanic,Male,4,16,3,4,5,2,1,2,1,3,2,2
1057,30-44,"$20,000 to $24,999",Good,Several times a week,Often,Or are you not in the labor force for other reasons,Rural area,Living with partner,Some college,"White, non-Hispanic",Female,2,5,2,3,6,4,4,1,1,3,1,1
1058,18-29,"$15,000 to $19,999",Excellent,Everyday,Often,Self-employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Female,3,4,1,5,7,4,1,2,1,3,4,1
1059,30-44,"$150,000 to $174,999",Good,Once a week,Rarely,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,4,16,2,3,5,2,3,2,0,4,1,2
1060,45-59,"$35,000 to $39,999",Fair,Once a week,Often,Unemployed and looking for work,Rural area,Divorced,BA or above,"White, non-Hispanic",Female,1,8,3,2,5,4,4,1,2,4,1,1
1061,45-59,"$50,000 to $59,999",Good,Several times a week,Sometimes,Or are you not in the labor force for other reasons,Rural area,Married,Some college,"2+, non-Hispanic",Female,4,10,3,3,6,3,4,1,0,3,3,1
1062,30-44,"$50,000 to $59,999",Good,Several times a week,Often,Employed full-time,Rural area,Married,HS graduate or equivalent,"White, non-Hispanic",Male,4,10,2,3,6,4,1,1,0,2,1,2
1063,45-59,"$100,000 to $124,999",Very good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,5,14,3,4,6,3,1,2,0,4,1,2
1064,45-59,"$5,000 to $9,999",Good,Several times a week,Rarely,Unemployed and looking for work,Urban and mostly residential,Living with partner,No HS diploma,"White, non-Hispanic",Female,3,2,3,3,6,2,4,2,1,1,1,1
1065,18-29,"$20,000 to $24,999",Very good,Once a week,Never,Employed part-time,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,5,5,1,4,5,1,2,2,1,3,4,1
1066,30-44,"$50,000 to $59,999",Very good,Once a week,Rarely,Employed full-time,Small town,Never married,BA or above,"Black, non-Hispanic",Female,1,10,2,4,5,2,1,1,1,4,4,1
1067,18-29,"$40,000 to $49,999",Fair,Several times a week,Sometimes,Employed part-time,Small town,Living with partner,HS graduate or equivalent,"2+, non-Hispanic",Female,4,9,1,2,6,3,2,1,1,2,3,1
1068,60+,"$15,000 to $19,999",Good,Everyday,Never,Retired and not working at all,Rural area,Divorced,Some college,"White, non-Hispanic",Female,1,4,4,3,7,1,3,1,2,3,1,1
1069,30-44,"$100,000 to $124,999",Very good,Once a week,Rarely,Employed full-time,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,5,14,2,4,5,2,1,2,0,4,1,2
1070,18-29,"$75,000 to $84,999",Very good,Once a week,Never,Employed full-time,Small town,Living with partner,Some college,Hispanic,Male,3,12,1,4,5,1,1,1,1,3,2,2
1071,30-44,"$75,000 to $84,999",Good,Never,Sometimes,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,3,12,2,3,1,3,1,2,0,3,1,2
1072,45-59,"$75,000 to $84,999",Good,Several times a week,Rarely,Or are you not in the labor force for other reasons,Suburban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,12,3,3,6,2,4,2,0,2,1,1
1073,45-59,"$125,000 to $149,999",Good,Several times a week,Never,Employed full-time,Rural area,Married,Some college,"White, non-Hispanic",Male,3,15,3,3,6,1,1,1,0,3,1,2
1074,60+,"$40,000 to $49,999",Very good,Everyday,Never,Or are you not in the labor force for other reasons,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,9,4,4,7,1,4,2,0,3,1,1
